City,Country,Procedure,Clinic_Name,Address,Phone,Email,Website,Price_USD_Low,Price_USD_High,Currency,Special_Notes,Certifications,Year_Established,Procedures_Per_Year,Success_Rate,Languages,Package_Includes
Istanbul,Turkey,Tummy Tuck,Comfort Zone Surgery,"Göktürk Merkez Mahallesi İstanbul Cd. No:26K D:1, 34075 Eyüpsultan, Istanbul",+90 533 954 70 06,request@comfortzonesurgery.com,https://www.comfortzonesurgery.com,3500,5500,USD,"1,800+ procedures/year, all-inclusive medical tourism packages",,,,1800+,"English, Turkish, Arabic, Russian","Surgery, hospital stay, hotel, airport transfers, post-op care"
Tijuana,Mexico,Botox,Angeles Hospital Tijuana,"Av. Paseo de los Heroes 10999, Zona Rio, Tijuana",+52 664 635 1800,info@angeleshospital.com,https://www.angeleshospital.com,100,200,USD,"Comprehensive hospital, US-border accessibility",JCI,2006,,,"English, Spanish","Procedure, consultation"
Tijuana,Mexico,Colonoscopy,Hospital Angeles Tijuana,"Av. Paseo de los Heroes 10999, Zona Rio, Tijuana",+52 664 635 1800,info@angeleshospital.com,https://www.angeleshospital.com,200,400,USD,"JCI-accredited, modern endoscopy suite",JCI,2006,,,"English, Spanish","Procedure, sedation, pathology"
Tijuana,Mexico,Brazilian Butt Lift (BBL),Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,3500,5500,USD,"Board-certified surgeons, all-inclusive packages",,2010,2000+,,"English, Spanish","Surgery, hotel, transfers"
Tijuana,Mexico,Breast Augmentation,Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,3000,5000,USD,"Allergan & Mentor implants, cross-border packages",,2010,2000+,,"English, Spanish","Surgery, implants, hotel, transfers"
Tijuana,Mexico,Dental Implant,BioDental Tijuana,"Av. Revolución 1497, Zona Centro, Tijuana",+52 664 634 2951,info@biodentaltj.com,https://www.biodentaltj.com,700,1200,USD,"US-trained dentists, same-day implants available",,2008,,,"English, Spanish","Implant, crown, X-rays"
Tijuana,Mexico,Dental Veneers (Full Mouth),BioDental Tijuana,"Av. Revolución 1497, Zona Centro, Tijuana",+52 664 634 2951,info@biodentaltj.com,https://www.biodentaltj.com,2800,5000,USD,"E-max & zirconia, Hollywood Smile packages",,2008,,,"English, Spanish","Veneers, design, temporaries"
Tijuana,Mexico,Facelift,Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,3500,6000,USD,"SMAS facelift, board-certified plastic surgeons",,2010,2000+,,"English, Spanish","Surgery, hotel, transfers, aftercare"
Tijuana,Mexico,Gastric Bypass,Hospital Angeles Tijuana,"Av. Paseo de los Heroes 10999, Zona Rio, Tijuana",+52 664 635 1800,info@angeleshospital.com,https://www.angeleshospital.com,5000,7500,USD,"Bariatric center of excellence, laparoscopic",JCI,2006,1500+,,"English, Spanish","Surgery, hospital stay, dietitian, follow-up"
Tijuana,Mexico,Hair Transplant,Dr. Lopez Hair Clinic Tijuana,"Tijuana, Baja California",+52 664 900 1234,info@hairclinictj.com,https://www.hairclinictj.com,2500,4000,USD,"FUE specialist, cross-border patients",,2012,,,"English, Spanish","Surgery, medications, aftercare"
Tijuana,Mexico,Hip Replacement,Hospital Angeles Tijuana,"Av. Paseo de los Heroes 10999, Zona Rio, Tijuana",+52 664 635 1800,info@angeleshospital.com,https://www.angeleshospital.com,8000,13000,USD,JCI-accredited orthopedic department,JCI,2006,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Tijuana,Mexico,IVF,Hospital Angeles Tijuana,"Tijuana, Baja California",+52 664 686 2400,info@fertilitytj.com,https://www.angeleshospital.com,4000,6500,USD,"Cross-border fertility care, bilingual staff",,2009,,42%,"English, Spanish","IVF cycle, medications, monitoring, transfer"
Tijuana,Mexico,Knee Replacement,Hospital Angeles Tijuana,"Av. Paseo de los Heroes 10999, Zona Rio, Tijuana",+52 664 635 1800,info@angeleshospital.com,https://www.angeleshospital.com,7500,12000,USD,"JCI-accredited, experienced orthopedic surgeons",JCI,2006,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Tijuana,Mexico,LASIK,Oftalmologia Tijuana,"Zona Rio, Tijuana",+52 664 681 4500,info@lasiktijuana.com,https://www.lasiktijuana.com,1000,1800,USD,"US-trained ophthalmologists, modern equipment",,2005,,,"English, Spanish","Both eyes, pre/post-op exams"
Tijuana,Mexico,Liposuction,Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,1800,3500,USD,VASER & tumescent techniques,,2010,2000+,,"English, Spanish","Surgery, garments, hotel, transfers"
Tijuana,Mexico,Rhinoplasty,Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,2800,4500,USD,Board-certified rhinoplasty specialists,,2010,2000+,,"English, Spanish","Surgery, hotel, transfers, aftercare"
Tijuana,Mexico,Tummy Tuck,Cosmed Clinic Tijuana,"Tijuana, Baja California",+52 664 365 7843,info@cosmedclinic.com,https://www.cosmedclinic.com,3000,5000,USD,"Full abdominoplasty, all-inclusive packages",,2010,2000+,,"English, Spanish","Surgery, hotel, transfers, garments"
Cancun,Mexico,Botox,Galenia Hospital Cancun,"Av. Tulum SM 12, Cancun, Q.R.",+52 998 891 5200,info@galeniahospital.com,https://www.galeniahospital.com,120,220,USD,"Resort-area hospital, international patients",JCI,2007,,,"English, Spanish","Procedure, consultation"
Cancun,Mexico,Colonoscopy,Galenia Hospital Cancun,"Av. Tulum SM 12, Cancun, Q.R.",+52 998 891 5200,info@galeniahospital.com,https://www.galeniahospital.com,250,450,USD,"JCI-accredited, modern gastroenterology",JCI,2007,,,"English, Spanish","Procedure, sedation, pathology"
Cancun,Mexico,Brazilian Butt Lift (BBL),Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,4000,6000,USD,"Beach recovery packages, board-certified",,2011,1000+,,"English, Spanish","Surgery, hotel, transfers, aftercare"
Cancun,Mexico,Breast Augmentation,Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,3200,5200,USD,"Premium implants, vacation recovery",,2011,1000+,,"English, Spanish","Surgery, implants, hotel, transfers"
Cancun,Mexico,Dental Implant,Cancun Dental Specialists,"SM 35, Cancun, Q.R.",+52 998 884 3456,info@cancundental.com,https://www.cancundental.com,800,1400,USD,"ADA-trained dentists, same-day options",,2009,,,"English, Spanish","Implant, crown, X-rays, consultation"
Cancun,Mexico,Dental Veneers (Full Mouth),Cancun Dental Specialists,"SM 35, Cancun, Q.R.",+52 998 884 3456,info@cancundental.com,https://www.cancundental.com,3000,5500,USD,"E-max veneers, vacation dental packages",,2009,,,"English, Spanish","Veneers, smile design, temporaries"
Cancun,Mexico,Facelift,Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,4000,6500,USD,"SMAS & deep plane techniques, resort recovery",,2011,1000+,,"English, Spanish","Surgery, hotel, transfers, post-op care"
Cancun,Mexico,Gastric Bypass,Galenia Hospital Cancun,"Av. Tulum SM 12, Cancun, Q.R.",+52 998 891 5200,info@galeniahospital.com,https://www.galeniahospital.com,5500,8000,USD,JCI-accredited bariatric program,JCI,2007,800+,,"English, Spanish","Surgery, hospital stay, dietitian, follow-up"
Cancun,Mexico,Hair Transplant,Cancun Hair Restoration,"Cancun, Q.R.",+52 998 700 5678,info@cancunhair.com,https://www.cancunhair.com,2800,4500,USD,"FUE & DHI techniques, vacation recovery",,2014,,,"English, Spanish","Surgery, medications, aftercare, hotel"
Cancun,Mexico,Hip Replacement,Galenia Hospital Cancun,"Av. Tulum SM 12, Cancun, Q.R.",+52 998 891 5200,info@galeniahospital.com,https://www.galeniahospital.com,9000,14000,USD,JCI-accredited orthopedic center,JCI,2007,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Cancun,Mexico,IVF,Hospital Galenia,"Cancun, Q.R.",+52 998 253 2835,info@cancunfertility.com,https://www.galenia.com,4500,7000,USD,"Beachfront fertility care, vacation packages",,2010,1500+,42%,"English, Spanish","IVF cycle, medications, monitoring, transfer"
Cancun,Mexico,Knee Replacement,Galenia Hospital Cancun,"Av. Tulum SM 12, Cancun, Q.R.",+52 998 891 5200,info@galeniahospital.com,https://www.galeniahospital.com,8000,13000,USD,"JCI-accredited, modern orthopedic facility",JCI,2007,,,"English, Spanish","Surgery, implant, hospital stay, physiotherapy"
Cancun,Mexico,LASIK,Cancun Eye Institute,"SM 50, Cancun, Q.R.",+52 998 880 4567,info@cancuneye.com,https://www.cancuneye.com,1100,1900,USD,"Modern laser technology, bilingual staff",,2008,,,"English, Spanish","Both eyes, pre/post-op exams"
Cancun,Mexico,Liposuction,Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,2000,3800,USD,"VASER lipo, beach recovery packages",,2011,1000+,,"English, Spanish","Surgery, garments, hotel, transfers"
Cancun,Mexico,Rhinoplasty,Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,3000,5000,USD,"Open & closed rhinoplasty, resort recovery",,2011,1000+,,"English, Spanish","Surgery, hotel, transfers, aftercare"
Cancun,Mexico,Tummy Tuck,Plastic Surgery Cancun,"Hotel Zone, Cancun, Q.R.",+52 998 500 1234,info@plasticsurgerycancun.com,https://www.plasticsurgerycancun.com,3200,5500,USD,"Full abdominoplasty, beach recovery",,2011,1000+,,"English, Spanish","Surgery, hotel, transfers, garments"
Cairo,Egypt,Botox,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,60,150,USD,"JCI-accredited, premium Egyptian hospital",JCI,1995,,,"English, Arabic","Procedure, consultation"
Cairo,Egypt,Colonoscopy,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,100,250,USD,"JCI-accredited, modern endoscopy center",JCI,1995,,,"English, Arabic","Procedure, sedation, pathology"
Cairo,Egypt,Brazilian Butt Lift (BBL),Dr. Samir Ghoraba Clinic,"Heliopolis, Cairo",+20 2 2690 1234,info@drghoraba.com,https://www.drghoraba.com,2000,3500,USD,"Board-certified plastic surgeon, international patients",,2005,,,"English, Arabic","Surgery, hospital stay, aftercare"
Cairo,Egypt,Breast Augmentation,Dr. Samir Ghoraba Clinic,"Heliopolis, Cairo",+20 2 2690 1234,info@drghoraba.com,https://www.drghoraba.com,1800,3200,USD,"International standard implants, experienced surgeons",,2005,,,"English, Arabic","Surgery, implants, hospital stay"
Cairo,Egypt,Dental Implant,Capital Dental Clinic,"Maadi, Cairo",+20 2 2516 7890,info@cairodentalcenter.com,https://capitaldental.clinic/en/,400,800,USD,"German-trained dentists, modern equipment",,2003,,,"English, Arabic","Implant, crown, X-rays"
Cairo,Egypt,Dental Veneers (Full Mouth),Capital Dental Clinic,"Maadi, Cairo",+20 2 2516 7890,info@cairodentalcenter.com,https://capitaldental.clinic/en/,1500,3000,USD,"E-max veneers, smile design",,2003,,,"English, Arabic","Veneers, design, temporaries"
Cairo,Egypt,Facelift,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,2000,4000,USD,"JCI-accredited, experienced plastic surgery department",JCI,1995,,,"English, Arabic","Surgery, hospital stay, aftercare"
Cairo,Egypt,Gastric Bypass,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,3500,5500,USD,JCI-accredited bariatric center,JCI,1995,,,"English, Arabic","Surgery, hospital stay, dietitian"
Cairo,Egypt,Hair Transplant,Cairo Hair Clinic,"Nasr City, Cairo",+20 2 2401 5678,info@cairohairclinic.com,https://www.cairohairclinic.com,1200,2500,USD,"FUE specialist, competitive pricing",,2010,,,"English, Arabic","Surgery, medications, aftercare"
Cairo,Egypt,Hip Replacement,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,5000,8000,USD,JCI-accredited orthopedic department,JCI,1995,,,"English, Arabic","Surgery, implant, hospital stay, physiotherapy"
Cairo,Egypt,IVF,Adam International Hospital,"Mohandessin, Cairo",+20 2 3335 4600,info@adamhospital.com,https://www.adamhospital.com,2000,3500,USD,Leading Egyptian fertility center,,2002,3000+,40%,"English, Arabic","IVF cycle, medications, monitoring, transfer"
Cairo,Egypt,Knee Replacement,Dar Al Fouad Hospital,"6th of October City, Cairo",+20 2 3837 8888,info@daralfouad.org,https://www.daralfouad.org,4500,7500,USD,"JCI-accredited, modern orthopedic center",JCI,1995,,,"English, Arabic","Surgery, implant, hospital stay, physiotherapy"
Cairo,Egypt,LASIK,Magrabi Eye Hospital Cairo,"New Cairo, Cairo",+20 2 2617 8000,info@magrabi.com,https://www.magrabi.com,500,1000,USD,"Regional eye care leader, modern laser technology",,1985,,,"English, Arabic","Both eyes, pre/post-op exams"
Cairo,Egypt,Liposuction,Dr. Samir Ghoraba Clinic,"Heliopolis, Cairo",+20 2 2690 1234,info@drghoraba.com,https://www.drghoraba.com,1200,2500,USD,VASER & traditional techniques,,2005,,,"English, Arabic","Surgery, garments, aftercare"
Cairo,Egypt,Rhinoplasty,Dr. Samir Ghoraba Clinic,"Heliopolis, Cairo",+20 2 2690 1234,info@drghoraba.com,https://www.drghoraba.com,1500,3000,USD,"Rhinoplasty specialist, natural results",,2005,,,"English, Arabic","Surgery, hospital stay, aftercare"
Cairo,Egypt,Tummy Tuck,Dr. Samir Ghoraba Clinic,"Heliopolis, Cairo",+20 2 2690 1234,info@drghoraba.com,https://www.drghoraba.com,1800,3200,USD,"Full abdominoplasty, all-inclusive",,2005,,,"English, Arabic","Surgery, hospital stay, garments"
Cape Town,South Africa,Botox,Mediclinic Cape Town,"21 Hof Street, Gardens, Cape Town",+27 21 464 5500,info@mediclinic.co.za,https://www.mediclinic.co.za,80,180,USD,Leading private hospital group in South Africa,,1983,,,"English, Afrikaans","Procedure, consultation"
Cape Town,South Africa,Colonoscopy,Mediclinic Cape Town,"21 Hof Street, Gardens, Cape Town",+27 21 464 5500,info@mediclinic.co.za,https://www.mediclinic.co.za,200,400,USD,Modern gastroenterology department,,1983,,,"English, Afrikaans","Procedure, sedation, pathology"
Cape Town,South Africa,Brazilian Butt Lift (BBL),Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,3000,5000,USD,"Board-certified plastic surgeons, safari recovery packages",,2008,,,"English, Afrikaans","Surgery, hospital stay, aftercare"
Cape Town,South Africa,Breast Augmentation,Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,2800,4800,USD,"International standard implants, recovery in Cape Town",,2008,,,"English, Afrikaans","Surgery, implants, hospital stay"
Cape Town,South Africa,Dental Implant,Cape Dental Implant Centre,"Century City, Cape Town",+27 21 551 2345,info@capedental.co.za,https://www.capedental.co.za,600,1100,USD,"Experienced implantologists, Straumann implants",,2006,,,"English, Afrikaans","Implant, crown, X-rays"
Cape Town,South Africa,Dental Veneers (Full Mouth),Cape Dental Implant Centre,"Century City, Cape Town",+27 21 551 2345,info@capedental.co.za,https://www.capedental.co.za,2500,4500,USD,Porcelain & E-max veneers,,2006,,,"English, Afrikaans","Veneers, design, temporaries"
Cape Town,South Africa,Facelift,Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,3000,5500,USD,"SMAS facelift, experienced surgeons",,2008,,,"English, Afrikaans","Surgery, hospital stay, aftercare"
Cape Town,South Africa,Gastric Bypass,Mediclinic Cape Town,"21 Hof Street, Gardens, Cape Town",+27 21 464 5500,info@mediclinic.co.za,https://www.mediclinic.co.za,5000,7500,USD,Comprehensive bariatric program,,1983,,,"English, Afrikaans","Surgery, hospital stay, dietitian"
Cape Town,South Africa,Hair Transplant,Cape Hair Clinic,"Sea Point, Cape Town",+27 21 434 5678,info@capehairclinic.co.za,https://www.capehairclinic.co.za,2000,3500,USD,"FUE specialist, natural results",,2012,,,"English, Afrikaans","Surgery, medications, aftercare"
Cape Town,South Africa,Hip Replacement,Mediclinic Cape Town,"21 Hof Street, Gardens, Cape Town",+27 21 464 5500,info@mediclinic.co.za,https://www.mediclinic.co.za,7000,11000,USD,Experienced orthopedic department,,1983,,,"English, Afrikaans","Surgery, implant, hospital stay, physiotherapy"
Cape Town,South Africa,IVF,Cape Fertility Clinic,"Claremont, Cape Town",+27 21 674 8000,info@capefertility.co.za,https://www.capefertility.co.za,3500,5500,USD,Leading South African fertility center,,2004,2000+,38%,"English, Afrikaans","IVF cycle, medications, monitoring, transfer"
Cape Town,South Africa,Knee Replacement,Mediclinic Cape Town,"21 Hof Street, Gardens, Cape Town",+27 21 464 5500,info@mediclinic.co.za,https://www.mediclinic.co.za,6500,10000,USD,Modern orthopedic center,,1983,,,"English, Afrikaans","Surgery, implant, hospital stay, physiotherapy"
Cape Town,South Africa,LASIK,Cape Eye Hospital,"Plumstead, Cape Town",+27 21 797 8020,info@capeeye.co.za,https://www.capeeye.co.za,800,1500,USD,"Dedicated eye hospital, modern laser equipment",,2002,,,"English, Afrikaans","Both eyes, pre/post-op exams"
Cape Town,South Africa,Liposuction,Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,1800,3200,USD,"VASER lipo, experienced surgeons",,2008,,,"English, Afrikaans","Surgery, garments, aftercare"
Cape Town,South Africa,Rhinoplasty,Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,2500,4200,USD,"Rhinoplasty specialist, natural results",,2008,,,"English, Afrikaans","Surgery, hospital stay, aftercare"
Cape Town,South Africa,Tummy Tuck,Cape Town Cosmetic Surgery,"Claremont, Cape Town",+27 21 683 5050,info@capetowncosmetic.co.za,https://www.capetowncosmetic.co.za,2800,4500,USD,"Full abdominoplasty, recovery in Cape Town",,2008,,,"English, Afrikaans","Surgery, hospital stay, garments"
Hong Kong,China,Botox,Hong Kong Adventist Hospital,"40 Stubbs Road, Happy Valley, Hong Kong",+852 3651 8888,info@hkah.org.hk,https://www.hkah.org.hk,300,600,USD,"Premium hospital, international standard care",,1971,,,"English, Cantonese, Mandarin","Procedure, consultation"
Hong Kong,China,Colonoscopy,Hong Kong Adventist Hospital,"40 Stubbs Road, Happy Valley, Hong Kong",+852 3651 8888,info@hkah.org.hk,https://www.hkah.org.hk,500,1000,USD,"Modern endoscopy center, comprehensive diagnostics",,1971,,,"English, Cantonese, Mandarin","Procedure, sedation, pathology"
Hong Kong,China,Brazilian Butt Lift (BBL),Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,8000,14000,USD,"Premium cosmetic surgery, experienced surgeons",,2005,,,"English, Cantonese, Mandarin","Surgery, hospital stay, aftercare"
Hong Kong,China,Breast Augmentation,Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,8000,13000,USD,"Premium implants, world-class facilities",,2005,,,"English, Cantonese, Mandarin","Surgery, implants, hospital stay"
Hong Kong,China,Dental Implant,Quality Dental HK,"Tsim Sha Tsui, Hong Kong",+852 2730 3000,info@qualitydental.hk,https://www.qualitydental.hk,2500,4500,USD,"Swiss implants, experienced implantologists",,2000,,,"English, Cantonese, Mandarin","Implant, crown, X-rays"
Hong Kong,China,Dental Veneers (Full Mouth),Quality Dental HK,"Tsim Sha Tsui, Hong Kong",+852 2730 3000,info@qualitydental.hk,https://www.qualitydental.hk,6000,12000,USD,"Premium porcelain veneers, digital smile design",,2000,,,"English, Cantonese, Mandarin","Veneers, design, temporaries"
Hong Kong,China,Facelift,Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,8000,15000,USD,"Deep plane facelift, premium care",,2005,,,"English, Cantonese, Mandarin","Surgery, hospital stay, aftercare"
Hong Kong,China,Gastric Bypass,Hong Kong Adventist Hospital,"40 Stubbs Road, Happy Valley, Hong Kong",+852 3651 8888,info@hkah.org.hk,https://www.hkah.org.hk,10000,18000,USD,Comprehensive bariatric program,,1971,,,"English, Cantonese, Mandarin","Surgery, hospital stay, dietitian"
Hong Kong,China,Hair Transplant,DHI Hong Kong,"Causeway Bay, Hong Kong",+852 2890 1234,info@dhihk.com,https://www.dhihk.com,5000,10000,USD,"DHI direct technique, natural results",,2010,,,"English, Cantonese, Mandarin","Surgery, medications, aftercare"
Hong Kong,China,Hip Replacement,Hong Kong Adventist Hospital,"40 Stubbs Road, Happy Valley, Hong Kong",+852 3651 8888,info@hkah.org.hk,https://www.hkah.org.hk,15000,25000,USD,"Modern orthopedic department, robotic-assisted",,1971,,,"English, Cantonese, Mandarin","Surgery, implant, hospital stay, physiotherapy"
Hong Kong,China,IVF,Hong Kong Fertility Centre,"Wan Chai, Hong Kong",+852 2573 8888,info@hkfertility.com,https://www.hkfertility.com,8000,14000,USD,"Advanced fertility center, high success rates",,2003,2000+,45%,"English, Cantonese, Mandarin","IVF cycle, medications, monitoring, transfer"
Hong Kong,China,Knee Replacement,Hong Kong Adventist Hospital,"40 Stubbs Road, Happy Valley, Hong Kong",+852 3651 8888,info@hkah.org.hk,https://www.hkah.org.hk,14000,22000,USD,Robotic-assisted knee surgery available,,1971,,,"English, Cantonese, Mandarin","Surgery, implant, hospital stay, physiotherapy"
Hong Kong,China,LASIK,Hong Kong Eye Hospital,"Mong Kok, Hong Kong",+852 2383 5678,info@hkeyehospital.com,https://www.hkeyehospital.com,2500,4000,USD,"Advanced laser technology, experienced surgeons",,1998,,,"English, Cantonese, Mandarin","Both eyes, pre/post-op exams"
Hong Kong,China,Liposuction,Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,4000,8000,USD,"VASER HD lipo, premium facilities",,2005,,,"English, Cantonese, Mandarin","Surgery, garments, aftercare"
Hong Kong,China,Rhinoplasty,Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,5000,10000,USD,Asian rhinoplasty specialist,,2005,,,"English, Cantonese, Mandarin","Surgery, hospital stay, aftercare"
Hong Kong,China,Tummy Tuck,Hong Kong Plastic Surgery Centre,"Central, Hong Kong",+852 2526 8000,info@hkplasticsurgery.com,https://www.hkplasticsurgery.com,6000,11000,USD,"Full abdominoplasty, premium care",,2005,,,"English, Cantonese, Mandarin","Surgery, hospital stay, garments"
Manila,Philippines,Botox,St. Luke's Medical Center,"279 E. Rodriguez Sr. Ave, Quezon City, Manila",+63 2 8723 0101,info@stlukes.com.ph,https://www.stlukes.com.ph,60,150,USD,"Premier Philippine hospital, JCI-accredited",JCI,1903,,,"English, Filipino","Procedure, consultation"
Manila,Philippines,Colonoscopy,St. Luke's Medical Center,"279 E. Rodriguez Sr. Ave, Quezon City, Manila",+63 2 8723 0101,info@stlukes.com.ph,https://www.stlukes.com.ph,100,300,USD,"JCI-accredited, modern gastroenterology",JCI,1903,,,"English, Filipino","Procedure, sedation, pathology"
Manila,Philippines,Brazilian Butt Lift (BBL),Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,2200,4000,USD,Philippines' largest cosmetic surgery chain,,1990,10000+,,"English, Filipino","Surgery, hospital stay, aftercare"
Manila,Philippines,Breast Augmentation,Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,2000,3500,USD,"Premium implants, experienced surgeons",,1990,10000+,,"English, Filipino","Surgery, implants, hospital stay"
Manila,Philippines,Dental Implant,Asian Hospital and Medical Center,"Alabang, Muntinlupa, Manila",+63 2 8771 9000,info@asianhospital.com,https://www.asianhospital.com,500,1000,USD,"Modern dental center, experienced implantologists",,2002,,,"English, Filipino","Implant, crown, X-rays"
Manila,Philippines,Dental Veneers (Full Mouth),Asian Hospital and Medical Center,"Alabang, Muntinlupa, Manila",+63 2 8771 9000,info@asianhospital.com,https://www.asianhospital.com,1800,3500,USD,"Porcelain veneers, digital design",,2002,,,"English, Filipino","Veneers, design, temporaries"
Manila,Philippines,Facelift,Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,2500,4500,USD,Philippines' premier cosmetic surgery provider,,1990,10000+,,"English, Filipino","Surgery, hospital stay, aftercare"
Manila,Philippines,Gastric Bypass,St. Luke's Medical Center,"279 E. Rodriguez Sr. Ave, Quezon City, Manila",+63 2 8723 0101,info@stlukes.com.ph,https://www.stlukes.com.ph,4000,6500,USD,JCI-accredited bariatric center,JCI,1903,,,"English, Filipino","Surgery, hospital stay, dietitian"
Manila,Philippines,Hair Transplant,DHI Manila,"Makati, Metro Manila",+63 2 8812 3456,info@dhimanila.com,https://www.dhimanila.com,1500,3000,USD,"DHI direct technique, natural results",,2015,,,"English, Filipino","Surgery, medications, aftercare"
Manila,Philippines,Hip Replacement,St. Luke's Medical Center,"279 E. Rodriguez Sr. Ave, Quezon City, Manila",+63 2 8723 0101,info@stlukes.com.ph,https://www.stlukes.com.ph,5500,9000,USD,JCI-accredited orthopedic department,JCI,1903,,,"English, Filipino","Surgery, implant, hospital stay, physiotherapy"
Manila,Philippines,IVF,Asian Hospital and Medical Center,"Quezon City, Manila",+63 2 8929 5678,info@manilafertility.com,https://www.asianhospital.com,2500,4500,USD,"Experienced fertility specialists, English-speaking staff",,2006,1500+,38%,"English, Filipino","IVF cycle, medications, monitoring, transfer"
Manila,Philippines,Knee Replacement,St. Luke's Medical Center,"279 E. Rodriguez Sr. Ave, Quezon City, Manila",+63 2 8723 0101,info@stlukes.com.ph,https://www.stlukes.com.ph,5000,8500,USD,"JCI-accredited, modern orthopedic center",JCI,1903,,,"English, Filipino","Surgery, implant, hospital stay, physiotherapy"
Manila,Philippines,LASIK,Asian Eye Institute,"Makati, Metro Manila",+63 2 8898 2020,info@asianeyeinstitute.com,https://www.asianeyeinstitute.com,700,1200,USD,Premier eye care center in the Philippines,,2001,,,"English, Filipino","Both eyes, pre/post-op exams"
Manila,Philippines,Liposuction,Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,1200,2500,USD,"VASER lipo, body contouring specialists",,1990,10000+,,"English, Filipino","Surgery, garments, aftercare"
Manila,Philippines,Rhinoplasty,Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,1800,3200,USD,Asian rhinoplasty specialist,,1990,10000+,,"English, Filipino","Surgery, hospital stay, aftercare"
Manila,Philippines,Tummy Tuck,Belo Medical Group,"Makati, Metro Manila",+63 2 8819 2356,info@belomed.com,https://www.belomed.com,2000,3800,USD,"Full abdominoplasty, experienced surgeons",,1990,10000+,,"English, Filipino","Surgery, hospital stay, garments"
